id,intercept,slope
196,771.660512,-0.565722
197,845.057527,0.994751
198,144.718772,-0.494919
199,690.847499,-0.288125
200,125.186926,0.819941
201,619.495224,0.551134
202,525.131993,0.815790
203,511.154515,-0.982482
204,407.361064,0.190771
205,205.755791,-0.251442
206,800.927763,-0.138340
207,192.052980,-0.371319
208,152.806177,-0.497177
209,923.825800,-0.856258
210,422.376171,0.230262
211,918.851283,-0.964843
212,224.494156,0.992553
213,297.891171,0.317911
214,927.823725,-0.769097
215,918.912320,0.724052
216,114.352855,-0.627918
217,763.481552,-0.365337
218,306.772057,-0.284890
219,731.315043,0.562548
220,369.212928,-0.724906
221,499.313334,-0.751946
222,488.448744,-0.852962
223,601.275674,0.430952
224,141.361736,-0.048677
225,384.502701,-0.639760
226,954.832606,-0.076327
227,999.755852,-0.894833
228,864.589373,-0.787591
229,80.416272,-0.270852
230,479.079562,0.945189
231,267.860958,0.389752
232,54.750206,0.627186
233,237.952818,0.426618
234,988.799707,0.435102
235,386.608478,0.500534
236,235.694449,-0.033296
237,829.279458,-0.154271
238,554.155095,0.010956
239,871.242409,0.697623
240,989.959410,0.899777
241,605.029450,-0.040803
242,501.510666,0.004303
243,790.795618,-0.831965
244,134.525590,-0.061678
245,676.351207,0.826777
246,651.356548,0.031098
247,912.747581,0.158788
248,21.790216,0.632435
249,221.900082,0.353130
250,681.722465,0.812067
251,972.441786,0.359355
252,965.086825,-0.984008
253,319.833979,-0.704154
254,616.473891,-0.757073
255,67.598498,0.534654
256,789.635914,0.301798
257,904.934843,-0.476913
258,438.673055,0.714835
259,178.014466,0.407880
260,508.255257,0.826899
261,850.520341,-0.478805
262,828.638569,0.684622
263,809.869686,0.793390
264,122.165593,-0.752251
265,175.511948,-0.846919
266,27.405622,-0.505051
267,765.373699,0.979308
268,546.891690,0.986145
269,376.598407,-0.334513
270,825.067904,0.444990
271,37.324137,-0.639576
272,662.709433,-0.076510
273,885.097812,0.946959
274,673.757134,-0.889584
275,828.638569,-0.678823
276,490.829188,-0.652699
277,649.037141,0.035798
278,926.236763,-0.086093
279,696.737571,0.368206
280,493.881039,0.145543
281,840.266121,0.877804
282,199.041719,-0.054842
283,823.297830,0.513230
284,1.831111,0.252358
285,686.300241,-0.666128
286,860.805078,0.031709
287,408.581805,-0.093966
288,762.779626,-0.656484
289,427.594836,-0.561754
290,645.466475,-0.941221
291,191.137425,-0.282876
292,618.640706,0.781426
293,399.365215,0.906064
294,390.636921,-0.460189
295,92.196417,0.270486
296,306.009095,0.810602
297,238.807337,-0.109165
298,900.875881,0.436750
299,985.320597,0.426496
300,381.939146,-0.997131
301,216.925565,0.993042
302,935.880612,-0.769829
303,590.777306,0.214881
304,274.636067,-0.047029
305,695.730461,0.517197
306,323.801386,-0.759941
307,495.254372,0.717215
308,459.364605,0.223426
309,710.135197,0.980163
310,199.682608,0.195654
311,296.304209,-0.800165
312,759.117405,0.540269
313,675.160985,0.868648
314,368.541520,0.055940
315,871.791742,-0.503098
316,770.470290,-0.761956
317,217.780084,-0.352824
318,793.664357,0.079928
319,774.590289,-0.357097
320,414.349803,0.955443
321,134.067812,0.016083
322,209.997864,-0.853023
323,752.006592,0.755547
324,611.804559,0.580065
325,471.205786,-0.581347
326,862.422559,-0.672781
327,390.301218,-0.831416
328,84.780419,0.444502
329,734.488968,0.799921
330,368.877224,0.701834
331,884.365368,-0.185156
332,281.899472,0.770989
333,219.367046,0.613453
334,708.853420,-0.567064
335,931.974242,0.858638
336,429.242836,-0.633045
337,468.489639,0.079989
338,336.497085,-0.915342
339,753.593554,-0.421308
340,706.167791,0.570605
341,853.755303,-0.305094
342,419.049654,-0.807123
343,236.793115,-0.498581
344,546.006653,-0.554430
345,283.242286,0.985900
346,199.957274,-0.914304
347,205.816828,0.783074
348,61.983093,-0.773003
349,33.448286,-0.478988
350,487.319559,0.953856
351,816.034425,-0.157140
352,597.857601,0.016327
353,706.045717,-0.833491
354,267.036958,0.170812
355,73.488571,0.245827
356,403.759880,0.726737
357,310.129093,-0.405622
358,441.175573,0.863338
359,479.567858,0.835566
360,436.964019,0.278481
361,469.191565,-0.959593
362,691.183203,0.731620
363,800.347911,-0.883053
364,287.728507,0.044282
365,753.074740,0.311991
366,466.261788,-0.880367
367,961.272011,-0.110813
368,230.018006,-0.455489
369,135.074923,0.045625
370,96.560564,0.335551
371,66.469314,-0.871578
372,397.228919,-0.607349
373,574.022645,-0.784722
374,31.525620,0.221900
375,543.656728,-0.879391
376,83.101901,-0.509629
377,721.213416,0.889767
378,203.100681,-0.024079
379,413.281655,0.844356
380,167.424543,0.473128
381,752.464370,-0.759453
382,514.084292,-0.780084
383,683.278909,-0.396466
384,666.798914,0.405194
385,325.144200,-0.200171
386,451.338237,0.321635
387,868.526261,-0.089389
388,410.473952,0.725211
389,660.328990,0.968322
390,824.213385,-0.035615
391,635.364849,-0.381146
392,841.120640,-0.558702
393,749.565111,0.772637
394,627.582629,-0.032441
395,571.214942,-0.694510
396,940.519425,-0.423322
397,687.154759,0.873714
398,30.396435,-0.643300
399,79.042940,0.904416
400,280.495621,0.864498
401,127.109592,-0.175817
402,488.784448,-0.315836
403,396.832179,-0.410993
404,198.614460,0.693594
405,865.138707,-0.423505
406,984.435560,-0.400861
407,742.240669,0.905026
408,98.910489,0.303629
409,545.640431,-0.759697
410,387.707144,0.667959
411,582.049013,-0.846736
412,877.803888,0.230323
413,493.911557,0.090854
414,946.165349,0.444624
415,26.703696,-0.977355
416,474.715415,-0.999084
417,673.024689,-0.173803
418,897.671438,0.790948
419,349.925230,0.472640
420,548.020875,-0.920530
421,765.861995,0.075533
422,208.746605,-0.553148
423,633.075961,0.866268
424,275.704215,0.062044
425,382.213813,-0.843379
426,437.818537,0.851070
427,534.867397,0.353130
428,281.228065,-0.877926
429,390.789514,0.083834
430,723.502304,0.210608
431,185.735649,0.501816
432,684.224982,0.705741
433,376.232185,-0.174108
434,897.946104,0.822016
435,207.525864,0.183081
436,276.314585,-0.522752
437,221.167638,-0.186377
438,724.967193,0.641041
439,857.966857,0.702322
440,821.955016,0.514084
441,813.196203,-0.302225
442,263.527329,0.103244
443,299.996948,0.182714
444,484.084597,0.752495
445,877.010407,0.357158
446,355.845820,-0.805780
447,996.795557,-0.802240
448,375.072481,-0.317545
449,931.333354,0.155736
450,240.791040,-0.229957
451,230.628376,-0.345622
452,232.367931,-0.706534
453,370.921964,0.451338
454,292.092654,-0.872799
455,748.130741,0.925413
456,219.275491,-0.730461
457,673.818171,0.352641
458,881.679739,0.823481
459,529.129917,-0.767571
460,850.886563,-0.565600
461,733.115635,0.727592
462,367.870113,0.747673
463,681.722465,0.279153
464,44.648579,-0.552782
465,314.065981,-0.539171
466,208.746605,0.440291
467,461.500900,-0.866756
468,296.334727,-0.252480
469,636.280404,-0.038179
470,200.445570,-0.336100
471,416.150395,-0.639882
472,980.712302,-0.249245
473,80.507828,0.922361
474,840.357677,0.223121
475,655.079806,-0.594836
476,777.367473,-0.706534
477,20.813623,-0.675466
478,815.424055,-0.964782
479,243.781854,0.226661
480,221.442305,-0.671377
481,781.640065,0.698660
482,615.497299,0.450423
483,723.563341,0.178686
484,379.558702,-0.128880
485,719.656972,0.630726
486,271.523179,-0.178198
487,755.882443,-0.856136
488,650.379955,-0.807367
489,431.012909,-0.479293
490,218.909268,0.326212
491,891.964476,-0.083773
492,690.511795,0.267617
493,83.223975,0.589953
494,285.714286,-0.965758
495,467.390973,0.833979
496,465.346232,0.467879
497,872.310556,-0.860836
498,806.024354,0.230567
499,621.601001,-0.337748
500,424.695578,0.508408
501,604.663228,-0.943785
502,858.149968,-0.015778
503,442.274239,0.726249
504,803.735466,0.642567
505,404.248177,0.574084
506,627.948851,-0.030915
507,235.114597,-0.706595
508,48.585467,0.107273
509,544.572283,-0.721793
510,897.152623,0.534104
511,918.210395,-0.793085
512,367.320780,-0.181555
513,405.652028,0.364971
514,656.514176,-0.976623
515,541.550951,-0.231910
516,405.621509,0.316202
517,556.169317,0.148961
518,844.294565,-0.653005
519,931.730094,-0.130589
520,47.456282,0.960387
521,960.448012,0.821100
522,209.295938,0.800775
523,461.195715,-0.622974
524,341.105380,0.375530
525,310.312204,0.456221
526,299.325541,0.136876
527,943.144017,-0.236000
528,549.790948,0.146519
529,482.528153,0.271096
530,574.480422,0.884213
531,650.715659,-0.007233
532,327.433088,-0.236305
533,120.365001,-0.867916
534,645.283364,-0.081576
535,461.684011,-0.351848
536,19.501328,0.818415
537,341.013825,-0.686880
538,636.066774,-0.717460
539,128.025147,-0.680044
540,88.808863,0.447737
541,567.308573,-0.496689
542,673.268838,-0.742912
543,670.369579,0.236183
544,666.249580,0.030671
545,485.000153,-0.935057
546,498.641926,0.680532
547,897.518845,-0.854671
548,226.508377,-0.867306
549,124.637593,-0.458785
550,207.617420,0.519272
551,51.026948,0.449629
552,389.080477,0.701529
553,68.697165,-0.586108
554,112.582781,0.688467
555,574.755089,-0.412458
556,843.714713,-0.487960
557,783.532212,0.111484
558,731.009857,0.121860
559,9.308145,-0.333110
560,401.501511,-0.137913
561,76.387829,-0.733329
562,898.953215,0.092563
563,11.719108,-0.652638
564,170.506912,0.517441
565,677.632984,-0.775506
566,9.125034,0.782891
567,499.771111,-0.026399
568,856.593524,0.907102
569,947.477645,0.799738
570,374.462111,-0.895199
571,921.720023,-0.042390
572,189.031648,0.568834
573,708.243049,0.285073
574,716.025269,-0.229286
575,650.715659,0.412152
576,471.694082,-0.155675
577,201.300089,-0.291238
578,776.635029,-0.386944
579,504.348888,0.033052
580,258.308664,-0.175451
581,169.194617,0.342570
582,58.839686,-0.845088
583,389.233070,-0.767815
584,153.721732,-0.455000
585,62.471389,-0.540696
586,688.558611,-0.569323
587,70.528275,-0.479537
588,739.341411,0.431135
589,371.959593,0.340922
590,402.966399,0.055696
591,66.377758,0.140355
592,624.042482,-0.006500
593,85.543382,-0.463790
594,664.143803,0.547105
595,667.592395,-0.051180
596,620.044557,0.773370
597,270.516068,-0.631397
598,897.030549,0.893979
599,81.942198,0.550218
600,43.427839,0.537645
601,780.236213,-0.306009
602,852.931303,-0.622608
603,704.062014,0.678945
604,140.293588,-0.275613
605,86.458937,0.908567
606,97.750786,-0.358623
607,509.567553,-0.167577
608,637.195959,0.138279
609,236.243782,0.206580
610,625.232704,-0.987548
611,574.907682,-0.846248
612,417.004913,0.895627
613,933.988464,-0.911802
614,595.202490,0.070528
615,721.732231,-0.435224
616,319.925535,-0.380230
617,748.435926,0.117466
618,196.935942,-0.531114
619,286.416211,-0.851680
620,68.971831,0.886715
621,444.776757,0.929746
622,637.531663,0.004730
623,14.679403,-0.218116
624,320.871609,-0.080294
625,441.663869,-0.510239
626,254.829554,-0.060762
627,81.087680,-0.980407
628,841.944639,-0.464522
629,393.200476,0.599597
630,756.157109,-0.431928
631,233.588672,-0.774407
632,808.648946,0.338908
633,895.992920,-0.343974
634,581.225013,-0.958373
635,62.929167,-0.043367
636,233.588672,0.168371
637,321.146275,-0.341105
638,390.667440,-0.564623
639,397.381512,-0.405316
640,516.251106,0.791498
641,771.446883,-0.531602
642,679.219947,-0.929868
643,822.138127,0.230384
644,118.625446,-0.150182
645,163.090915,-0.686697
646,513.931700,-0.917661
647,323.862423,-0.204993
648,366.222114,0.054781
649,433.149205,-0.451521
650,397.564623,0.244545
651,60.274056,-0.556078
652,373.668630,-0.367473
653,871.120334,0.663015
654,256.874294,-0.964599
655,254.615925,0.189306
656,95.553453,0.019562
657,576.342051,0.537523
658,555.803095,0.960387
659,215.216529,0.782586
660,502.273629,0.807794
661,39.796136,0.952635
662,533.799249,-0.878292
663,480.086673,0.847591
664,880.672628,-0.060213
665,851.344340,-0.653920
666,569.109165,0.038972
667,86.245308,-0.736747
668,259.926145,-0.845332
669,531.449324,-0.178686
670,667.073580,0.719291
671,964.537492,-0.203345
672,962.401196,0.682730
673,488.509781,-0.595447
674,73.335978,0.977599
675,458.906827,-0.014679
676,279.183325,-0.808954
677,100.741600,-0.447005
678,12.298959,-0.993164
679,971.068453,-0.729484
680,271.095920,0.978881
681,923.306986,0.912656
682,550.157170,0.198950
683,730.033265,0.379925
684,694.418165,0.422773
685,20.111698,-0.674123
686,583.361309,-0.785943
687,686.574908,-0.039827
688,51.545763,-0.327982
689,421.216468,-0.910398
690,951.841792,-0.698172
691,532.853175,0.460250
692,767.021699,-0.406049
693,704.519791,-0.537217
694,677.236244,0.871273
695,846.827601,-0.736381
696,488.021485,-0.030732
697,702.932829,0.424360
698,326.334422,-0.689199
699,361.919004,-0.928404
700,510.361034,0.937254
701,336.436048,-0.319010
702,499.191259,0.059420
703,361.400189,-0.464095
704,329.142125,-0.309000
705,569.109165,0.925169
706,442.426832,0.926023
707,198.065126,0.141392
708,314.676351,0.423261
709,491.042817,-0.657521
710,787.621693,-0.339518
711,938.718833,0.339091
712,513.077181,-0.479110
713,525.498215,0.369976
714,414.471877,0.773553
715,133.518479,0.928831
716,572.252571,0.011078
717,760.948515,-0.296426
718,439.191870,-0.392804
719,710.959197,0.692251
720,792.443617,-0.744133
721,407.971435,0.556200
722,327.646718,-0.344829
723,996.826075,0.275307
724,302.224799,-0.101901
725,381.420331,0.165319
726,133.732109,-0.867000
727,859.218116,-0.678518
728,359.233375,0.056185
729,7.415998,-0.449202
730,862.697226,0.798578
731,977.782525,0.854305
732,775.841548,0.769890
733,855.342265,0.523057
734,959.318827,-0.977905
735,238.380078,0.910154
736,470.015564,0.695242
737,694.875942,-0.059725
738,921.201209,0.107028
739,252.571184,-0.578845
740,141.117588,0.050264
741,578.112125,-0.783197
742,37.110508,-0.140416
743,2.136296,0.348186
744,70.680868,-0.190100
745,46.418653,-0.919370
746,250.312815,0.409772
747,608.722190,-0.936644
748,48.127689,0.151524
749,462.691122,-0.418744
750,146.641438,0.281167
751,228.095340,0.983032
752,421.674245,0.150182
753,468.184454,-0.652577
754,68.025758,-0.288308
755,70.039979,-0.549547
756,273.934141,0.724052
757,564.683981,0.095309
758,350.566118,-0.776543
759,542.619098,0.868892
760,722.861415,0.829463
761,821.466720,0.385784
762,687.948241,-0.556444
763,521.744438,-0.916074
764,347.422712,0.906552
765,707.266457,0.632618
766,619.678335,0.173925
767,745.841853,-0.983093
768,738.517411,-0.425703
769,47.456282,-0.639821
770,144.383068,0.711905
771,335.276345,-0.452681
772,174.535356,-0.423933
773,106.082339,0.711295
774,458.082827,-0.579455
775,436.841945,-0.354411
776,422.437208,0.974670
777,792.718284,-0.795099
778,817.438276,0.548936
779,993.469039,-0.243751
780,663.167211,-0.402142
781,994.537187,-0.255959
782,528.031251,0.302347
783,638.477737,0.430280
784,542.832728,0.733757
785,33.539842,0.873592
786,57.741020,0.162816
787,715.445418,0.208350
788,348.094119,0.075655
789,248.451186,-0.712027
790,274.971770,-0.540941
791,422.437208,0.753288
792,307.351909,-0.082064
793,701.651051,-0.410688
794,811.853389,-0.812738
795,81.698050,-0.766839
796,16.113773,0.601123
797,11.291849,-0.705130
798,552.598651,-0.918882
799,534.226508,-0.045991
800,988.189337,-0.792962
801,308.511612,-0.905026
802,246.833705,-0.067904
803,659.077731,-0.757500
804,330.973235,-0.495529
805,319.162572,0.361003
806,247.749260,-0.840205
807,18.158513,-0.421003
808,546.830653,-0.855892
809,570.970794,-0.097201
810,375.560778,-0.367473
811,625.629444,0.980102
812,458.326975,0.104221
813,725.608081,-0.022919
814,905.575732,-0.262795
815,842.463454,-0.368389
816,259.346294,0.385479
817,35.676138,-0.455428
818,681.600391,0.699942
819,395.886105,-0.228431
820,690.786462,0.956908
821,926.877651,0.778497
822,354.228339,-0.843867
823,524.063845,0.822504
824,341.257973,-0.049348
825,704.641865,0.821650
826,744.163335,0.971191
827,245.582446,-0.225257
828,72.969756,0.107578
829,386.669515,0.794977
830,330.301828,0.310221
831,753.868221,0.819086
832,572.466201,-0.527512
833,659.688101,0.054842
834,863.246559,-0.041047
835,936.857204,0.229469
836,26.398511,-0.660512
837,961.424604,-0.298990
838,103.427229,0.893857
839,21.454512,0.495956
840,922.391430,-0.552721
841,687.856685,-0.665456
842,684.499649,-0.898068
843,343.150121,-0.292459
844,974.608600,0.424299
845,525.040437,-0.934507
846,101.504563,-0.347880
847,240.363781,0.184790
848,174.810022,-0.515671
849,906.277657,0.770806
850,824.274422,0.014435
851,74.221015,0.362835
852,967.986084,-0.628346
853,594.012268,0.601917
854,535.630360,0.631153
855,372.905667,-0.075900
856,553.086947,0.556444
857,387.066256,0.742912
858,494.674520,0.736503
859,101.199377,0.181249
860,308.938871,0.679800
861,952.482681,0.418073
862,25.055696,-0.572497
863,55.177465,-0.290323
864,344.950713,-0.750542
865,782.555620,0.149876
866,128.391369,-0.015961
867,381.511887,-0.769280
868,176.854762,-0.414960
869,277.047029,-0.733390
870,222.357860,-0.561144
871,222.174749,-0.255837
872,527.603992,0.012909
873,950.041200,0.660329
874,3.997925,-0.601367
875,483.901486,-0.088778
876,253.028962,0.312113
877,761.986145,0.794610
878,438.154241,0.113498
879,732.688375,0.687307
880,392.712180,-0.590869
881,576.891385,0.962279
882,870.632038,-0.202185
883,213.415937,-0.795221
884,345.713675,0.323893
885,744.132817,-0.206580
886,266.396069,-0.799615
887,994.354076,-0.094150
888,171.361431,0.364177
889,805.627613,-0.986816
890,573.107089,-0.575243
891,236.518448,0.925352
892,15.076144,0.571642
893,327.829829,0.449385
894,209.173864,0.999573
895,588.579974,-0.276467
896,659.138768,0.416974
897,858.821375,0.290323
898,677.083651,0.198584
899,705.954161,-0.030976
900,198.370312,-0.255104
901,10.132145,0.592944
902,301.797540,0.611499
903,895.687735,-0.328715
904,841.059603,-0.030000
905,664.082766,0.040254
906,93.813898,-0.036103
907,885.769219,0.563890
908,834.650716,0.521470
909,305.551317,-0.050691
910,737.784967,0.187719
911,719.748527,0.736930
912,516.556291,0.538926
913,479.201636,-0.470870
914,705.343791,0.741447
915,776.329844,0.520066
916,489.974670,-0.182592
917,371.257668,0.388287
918,493.820002,-0.819575
919,913.754692,-0.384686
920,924.619282,-0.997253
921,516.891995,0.292764
922,989.288003,0.977477
923,739.402448,-0.520310
924,982.421339,-0.962951
925,631.946776,0.173925
926,954.863124,0.592639
927,4.394665,0.958373
928,368.541520,-0.146275
929,570.085757,0.386273
930,644.062624,-0.205969
931,123.020112,-0.833064
932,6.927702,0.323099
933,404.858547,0.215064
934,539.017914,-0.771966
935,817.346721,-0.374981
936,841.212195,-0.552599
937,636.738182,0.634449
938,213.751640,-0.760796
939,886.623737,-0.361858
940,760.429701,0.806452
941,524.948881,0.314982
942,322.580645,-0.058748
943,101.931822,0.931272
944,649.891659,0.252541
945,544.846950,0.881649
946,713.248085,0.536668
947,225.806452,-0.468673
948,566.820276,0.856197
949,969.634083,-0.578478
950,665.150914,-0.112400
951,156.498917,0.900204
952,41.291543,-0.898801
953,577.532273,0.241676
954,252.906888,0.335795
955,197.729423,0.316996
956,501.937925,0.329997
957,483.901486,-0.123020
958,834.406568,0.773186
959,453.077792,0.511704
960,826.685385,-0.561205
961,97.994934,-0.652150
962,664.082766,0.961913
963,345.683157,0.547288
964,18.524735,0.823481
965,205.359050,-0.331767
966,631.275369,-0.895138
967,262.550737,-0.047090
968,6.561480,-0.425947
969,174.535356,0.603137
970,123.569445,0.666005
971,324.350719,0.106601
972,571.428571,-0.079257
973,289.254433,0.676748
974,14.893033,0.440474
975,279.702139,0.868038
976,396.191290,0.928831
977,205.450606,0.429914
978,779.045991,-0.125034
979,524.826807,0.461348
980,242.225410,-0.555895
981,533.310953,0.928404
982,727.683340,-0.361736
983,248.054445,0.608081
984,249.977111,0.288308
985,544.206061,-0.479904
986,373.821223,-0.558702
987,699.392682,0.909848
988,364.665670,-0.295755
989,2.838221,0.843684
990,920.072024,-0.892392
991,585.009308,0.481246
992,887.020478,0.051119
993,124.240852,-0.914731
994,871.913816,0.893490
995,586.748863,0.832575
996,149.266030,-0.250099
997,655.781732,-0.512497
998,775.872066,-0.941527
999,6.744591,0.002716
1000,315.713981,0.478866
1001,84.200568,-0.893612
1002,82.979827,0.685659
1003,536.912137,-0.058016
1004,308.633686,-0.381573
1005,967.650380,0.819636
1006,136.997589,-0.248268
1007,153.386029,-0.855281
1008,859.004486,-0.053255
1009,392.712180,0.584094
1010,287.545396,0.447676
1011,136.204108,0.532579
1012,682.271798,0.585131
1013,556.474502,-0.056063
1014,128.635517,-0.251137
1015,213.751640,0.586657
1016,779.198584,-0.806940
1017,473.494675,-0.211707
1018,861.720634,-0.764641
1019,832.300790,-0.269143
1020,861.629078,-0.586230
1021,807.947020,-0.640919
1022,784.142582,0.162328
1023,550.553911,-0.035371
1024,903.164769,-0.430586
1025,830.439161,0.508774
1026,902.310251,-0.219764
1027,559.160131,-0.254555
1028,815.088351,0.606433
1029,500.259407,-0.791864
1030,670.033876,0.905271
1031,325.296793,0.122044
1032,247.108371,-0.709281
1033,672.322764,0.304544
1034,851.832636,0.739555
1035,362.132633,0.116916
1036,513.077181,0.653310
1037,429.242836,-0.471114
1038,511.093478,0.941527
1039,123.386334,-0.640797
1040,641.804254,-0.314798
1041,538.224433,0.754326
1042,123.538926,0.946287
1043,22.858364,-0.032197
1044,552.873318,0.283059
1045,33.234657,0.503464
1046,815.332499,0.535875
1047,578.997162,-0.316385
1048,357.402264,-0.555712
1049,922.116764,-0.293680
1050,726.401563,-0.340617
1051,684.316538,0.252846
1052,783.806879,0.712516
1053,18.280587,0.708487
1054,498.825037,-0.496261
1055,0.091556,-0.940428
1056,728.537858,0.872799
1057,898.190252,-0.471664
1058,890.041810,0.813532
1059,475.783563,0.008698
1060,932.035279,-0.103183
1061,982.909635,-0.634693
1062,511.032441,-0.538499
1063,993.591113,-0.341472
1064,779.290139,0.138585
1065,745.597705,-0.642445
1066,689.809870,-0.731010
1067,137.913144,0.604053
1068,225.745415,0.779412
1069,43.153172,0.589709
1070,459.486679,0.076205
1071,90.090640,0.109104
1072,848.170415,-0.476913
1073,573.625904,-0.649220
1074,671.742912,-0.937864
1075,647.694327,-0.010346
1076,20.111698,-0.458113
1077,457.808161,-0.358013
1078,234.962004,-0.684439
1079,369.151891,-0.253395
1080,213.141270,-0.329081
1081,946.684164,0.934446
1082,477.614673,-0.345195
1083,843.379009,0.948363
1084,422.223579,-0.145665
1085,253.089999,-0.823054
1086,636.463515,-0.301737
1087,84.047975,0.863704
1088,716.727195,-0.160070
1089,509.140294,-0.945799
1090,469.893490,0.184790
1091,49.531541,-0.655202
1092,916.104617,-0.874996
1093,847.895749,-0.505966
1094,996.185186,0.543809
1095,286.996063,0.959960
1096,390.728477,0.151280
1097,610.583819,0.425642
1098,356.700339,-0.284341
1099,702.200385,0.376080
1100,987.731559,0.750481
1101,678.609577,0.787164
1102,804.437391,0.222144
1103,453.932310,0.991943
1104,81.545457,-0.160619
1105,930.570391,-0.216346
1106,816.949980,-0.513352
1107,973.601489,0.820795
